Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades 
526423,KRITIIND,B,92.35,110.75,91.85,108.75,127830,136.57,3834
539277,ALSTONE,X,1.28,1.28,1.25,1.28,10684731,136.44,3654
512229,VERITAS,XT,191.15,197,191.15,191.15,71173,136.25,170
500144,FINCABLES,A,680,684.55,664.45,673.5,20199,135.91,1260
534804,CARERATING,B,673.5,698,673.5,689.75,19705,135.86,1714
531862,BHARATAGRI,X,1144.95,1175.95,1125,1145.15,11828,135.79,191
533553,TDPOWERSYS,B,138,139.8,136.05,136.65,97403,134.51,1712
501301,TATAINVEST,A,2219.9,2220.35,2099,2108.5,6319,134.27,1841
500307,NIRLON,B,356.1,364.95,348.15,352.55,37862,133.73,441
524226,GAEL,A,230.05,245.5,230.05,238.55,55808,133.68,2470
532348,SUBEX,A,31.5,31.75,30.1,30.6,433047,133.67,2056
504918,SANDUMA,A,895,910,877.15,881.25,15091,133.6,1162
533333,FCL,A,250.55,252.6,240.55,243.25,54007,133.31,1886
530999,BALAMINES,A,2220.3,2229.5,2167,2177.85,6075,132.97,1567
543213,ROSSARI,A,692,692,674.65,678.45,19391,132.69,2686
533104,GLOBUSSPR,A,770,803.95,760.85,792.1,16939,132.27,2062
530307,CHAMANSEQ,B,168.95,171.75,166.05,169.25,78177,132.08,2083
539876,CROMPTON,A,299.3,300.35,291.65,297.55,44042,130.64,2049
543397,SAPPHIRE,A,1177.05,1209.5,1160.9,1197.15,10937,130.21,2985
500092,CRISIL,A,3170,3236,3151.7,3229.95,4051,130.2,1240
531344,CONCOR,A,605.05,611.15,604.75,609.9,21212,129.26,1107
532922,EDELWEISS,A,65.05,65.5,62.55,63.75,198882,126.3,1570
515055,ANANTRAJ,A,114,117.35,113.2,115.6,107168,123.57,1688
500043,BATAINDIA,A,1448.05,1450,1418.05,1433,8633,123.17,1439
500530,BOSCHLTD,A,18006,18311.25,17909,18188.4,678,123.11,288
541228,TRL,MT,125.95,126.95,115,117,100000,122.59,25
500027,ATUL,A,7302.4,7308.55,7100.3,7119.95,1710,122.41,638
513683,NLCINDIA,A,77.65,78.55,77.5,78,156756,122.39,953
532843,FORTIS,A,269.05,279.55,269.05,278.1,44284,122.09,1496
543258,INDIGOPNTS,A,1089.95,1089.95,1043.05,1049.35,11481,121.23,2630
543767,BTML,B,192.15,192.15,169.15,173.55,69312,120.94,1976
540205,AVL,B,1450,1479.7,1399.8,1473.05,8247,120.27,533
540570,VARIMAN,X,15.5,17.2,13.65,16.1,796814,119.67,1326
521070,ALOKTEXT,T,11.72,11.72,11.14,11.14,1062462,118.96,2857
506076,GRINDWELL,A,2004.95,2016.35,1937.75,1955.55,5995,118.63,1687
506655,SUDARSCHEM,A,363.55,393.7,359,368.25,31491,118.61,2678
532839,DISHTV,A,14.4,14.45,13.9,14,836969,118.4,1368
570001,TATAMTRDVR,A,220.05,223.55,220.05,221.55,53045,117.75,1398
541770,CREDITACC,A,935.35,1020.2,935.35,1002.6,11845,117.67,1192
502330,ANDHRAPAP,B,441.95,453.2,428,436.15,26814,117.42,1389
533274,PRESTIGE,A,435.2,439.2,427.85,437.2,26773,116.52,1366
542011,GRSE,A,442.9,451.3,439.45,447.5,25980,115.86,1238
540611,AUBANK,A,609.25,614.55,600.45,603.25,19062,115.46,1226
530007,JKTYRE,A,154.15,156,152.45,152.8,74054,113.85,1453
500084,CESC,A,77.45,78.1,77.25,77.45,146677,113.7,1443
543434,SUPRIYA,A,219.9,221,211.25,213.35,53071,113.5,1748
500238,WHIRLPOOL,A,1286.05,1308,1283.35,1296.55,8757,113.38,1112
541195,MIDHANI,A,211.5,212.15,205.45,209.8,53777,112.72,1376
507598,KLRFM,X,121.75,131.85,121.75,121.75,90945,112.52,670
533169,MANINFRA,A,85.2,87.75,84.45,84.85,130159,112.18,1306
590024,FACT,B,249.6,249.6,240,241.05,46224,112.17,2346
543259,HOMEFIRST,A,764.7,771.25,745,759,14855,112.03,2679
502219,BORORENEW,A,477,480.5,460,461.75,23883,111.93,1624
543398,LATENTVIEW,A,355.15,364.9,355.15,356.8,31067,111.67,1512
542285,AXITA,B,63.35,66.9,61.35,61.75,175762,111.15,1494
542812,FLUOROCHEM,A,3047.95,3059.95,3003.05,3021.4,3654,110.77,1153
526881,63MOONS,B,205.05,208.7,200.3,202.95,53744,110.67,1949
539017,STARHFL,X,46.45,46.45,44.25,45.25,245834,110.63,273
540716,ICICIGI,A,1123.95,1123.95,1108.25,1113.7,9890,110.35,1342
532885,CENTRALBK,A,27.05,27.15,26.45,26.55,407311,108.71,1690
532977,BAJAJ-AUTO,A,3870.05,3934.4,3870.05,3900.55,2767,108.31,674
543638,TRACXN,B,77.65,79.85,77.65,78.55,137068,108.25,1280
543768,NSLNISP,T,30.25,31.75,29.05,31.75,347791,108.12,470
542484,ARVINDFASN,A,293.85,295.2,282.2,285.8,37339,107.64,2678
543530,PARADEEP,B,56.35,56.55,55.5,55.65,192117,107.39,2330
532515,TVTODAY,B,217.55,218.75,213.8,216.65,49580,107.16,1185
533206,SJVN,A,31.55,31.8,30.9,31.15,342474,106.97,2319
540719,SBILIFE,A,1140.75,1170.05,1140.75,1158.05,9238,106.91,1048
506687,TRANSPEK,X,1648,1650,1613,1640.55,6541,106.42,156
543240,LIKHITHA,B,252.15,260.9,251.15,257.15,41348,105.74,1795
543713,DRONACHRYA,M,165,169,160.5,167.55,64000,105.58,32
533552,RUPA,A,231,231.35,222,223.25,46850,105.15,2582
520057,JTEKTINDIA,B,101.25,113.5,101.25,109.7,95672,104.85,2362
500219,JISLJALEQS,A,28.75,29.4,28.35,28.8,361186,104.75,955
532775,GTLINFRA,A,0.93,0.94,0.89,0.91,11383657,103.84,14746
500368,PATANJALI,T,932.45,963,928,940.85,10928,103.08,1065
535276,SBISENSEX,A,657,658.98,648.25,649.67,15801,102.87,255
532406,AVANTEL,X,399,415,399,407.95,25186,102.45,636
533248,GPPL,A,99.45,101.5,99.3,100.15,102106,102.34,1560
505283,KIRLPNU,A,573,580,564,576.7,17793,102.03,1212
532966,TWL,B,216.95,219,211,218.35,47121,101.68,1948
533263,GREENPOWER,B,8.41,8.59,8.3,8.5,1198854,101.51,1922
533150,GODREJPROP,A,1161.05,1173.5,1151.6,1153.25,8733,101.49,941
500483,TATACOMM,A,1225.2,1257.35,1225.2,1237.05,8113,101.34,1012
539725,GOKULAGRO,B,116.55,118.05,116.1,116.9,86336,101.23,1730
511196,CANFINHOME,A,577.2,593,574.25,590.35,17174,100.61,982
500106,IFCI,A,11.81,11.93,11.72,11.76,852881,100.56,639
590106,BANKBEES,B,417.6,417.6,411.5,413.02,24238,100.54,754
532522,PETRONET,A,217.05,219.15,214.9,215.8,46214,100.38,1393
533148,JSWENERGY,A,225.95,226.9,221.35,222.1,44808,100.19,1547
543714,LANDMARK,B,615.4,619,604.6,612.2,16396,100.01,816
531921,AGARIND,B,659.95,672.95,632.15,636.8,15205,99.94,2541
543287,LODHA,A,905,905,855.5,879.65,11409,99.6,1103
532395,AXISCADES,B,316.55,337.6,316.3,330.55,29777,99.55,1389
532772,DCBBANK,A,113.05,115.35,112.15,115.15,86185,98.76,1206
523445,RIIL,A,865,871.15,847.15,848.9,11505,98.41,902
500184,HSCL,A,89.65,90.75,88.8,89.05,110029,98.21,1513
523598,SCI,A,119.25,120.3,116.15,116.7,83396,98.1,1477
500039,BANCOINDIA,B,242.5,245.8,240,240.45,40406,97.82,2154
533273,OBEROIRLTY,A,862,868,850.7,856.35,11362,97.72,1097
541152,GOYALALUM,B,226,253.5,226,252,40305,97.03,546
524804,AUROPHARMA,A,468.2,473.05,464.3,465,20604,96.28,1009
533272,JWL,B,105,107,99.5,99.7,95443,96.25,1169
540530,HUDCO,A,46.3,46.6,45.3,45.45,209957,96.03,1981
533122,RTNPOWER,A,3.51,3.53,3.38,3.4,2766305,95.34,2294
543253,BECTORFOOD,B,543.05,556.75,516.35,521.5,17725,95.26,1223
543276,CRAFTSMAN,A,3589.95,3589.95,3508.45,3564.7,2681,94.9,921
543328,KRSNAA,B,377,385.35,371.6,374.35,25156,94.58,1519
532889,KPRMILL,A,600,614.6,596.15,610.25,15471,94.06,1580
543280,NAZARA,A,555,566.4,550.15,554,16821,93.6,1503
543238,UTIAMC,A,689.65,692.8,662.75,670.6,13899,93.39,1766
532725,SOLARINDS,A,4021.05,4040.35,3952.95,3969.65,2332,92.8,760
532700,ENIL,B,133.05,133.05,129.65,129.8,70634,92.7,1725
500147,COCKERILL,X,1570,1570,1551,1553.6,5938,92.64,46
532527,RKFORGE,A,273.4,279.15,273.1,274.35,33499,92.44,2031
543747,KAMOPAINTS,B,143.95,150.3,140,142.6,62682,92.28,4117
532702,GSPL,A,275.6,280,271.1,272.3,33406,91.88,1262
537707,ETT,X,67.75,72.55,65.65,72.55,129901,91.77,672
523395,3MINDIA,A,22322.85,22322.85,21872.6,22032.75,414,91.47,308
543517,HARIOMPIPE,B,412.15,428.05,412.15,423.4,21469,91.11,1081
534392,VSSL,B,354.8,354.8,342,343.1,26113,91.06,1985
509480,BERGEPAINT,A,573.3,573.3,563.65,570.4,16011,90.89,1038
524598,AKSCHEM,B,230.15,239,226.2,228.55,38127,90.76,417
531335,ZYDUSWELL,A,1458,1461.5,1441.95,1445.7,6256,90.58,280
532218,SOUTHBANK,A,17.75,17.95,17.2,17.35,516134,90.4,903
523283,SUPERHOUSE,B,214.65,254.25,210.6,252.7,36818,90.36,2189
543748,AARTIPHARM,B,309,316.7,309,314.95,28719,90.15,1947
543720,KFINTECH,B,315.05,324.35,307.55,315,28690,89.93,2621
543417,RATEGAIN,A,370.1,376.5,362.3,365.15,24361,89.79,1222
535755,ABFRL,A,262.4,264.15,257.9,258.75,34396,89.77,1108
539436,COFFEEDAY,A,37.5,37.75,36.1,36.5,241445,88.94,2428
502355,BALKRISIND,A,2023.35,2070,2023.35,2058.05,4318,88.49,968
500330,RAYMOND,A,1362.95,1364,1324.05,1331.85,6596,88.46,878
500940,FINOLEXIND,A,179.95,180.7,178,179,49209,88.23,1384
543318,CLEAN,A,1443.95,1465,1435,1442.2,6053,87.73,1352
501700,INDIANVSH,XT,59.6,62.15,59.2,60,143259,87.71,205
532636,IIFL,A,475,475,450.7,452.4,19316,87.65,1162
532439,OLECTRA,A,428.65,428.65,409,414.35,20996,87.57,1699
539524,LALPATHLAB,A,1998.75,1998.75,1939.25,1963.7,4410,86.66,1236
540691,ABCAPITAL,A,143.95,145.9,143.6,144.3,59887,86.59,1306
542323,KPIGREEN,B,450.05,453.45,432,435.55,19447,85.41,1780
539921,SEIL,B,62,62,58.55,61.1,137764,85.41,34
522064,HONDAPOWER,B,1982,1982.05,1929.6,1949.1,4357,85.2,1109
531201,SHILCTECH,X,1495,1500,1450.55,1469.75,5728,84.76,405
532532,JPASSOCIAT,A,8.92,9.09,8.88,8.92,947239,84.68,1835
532329,DANLAW,X,344.6,368.45,341.75,358.8,23593,84.45,621
532756,MAHINDCIE,A,391.5,399,391,394.15,21329,84.24,1083
890176,SUZLONPP,A,5.99,6.14,5.82,5.85,1409829,84,574
501425,BBTC,A,908.15,911.75,895.6,899.95,9268,83.92,1215
530073,SANGHVIMOV,B,395,395,370,375.45,22011,83.9,1753
532067,KILPEST,X,421.8,442.8,411,440.45,19640,83.75,477
539268,SYNGENE,A,577,577,563.05,565.35,14678,83.27,1619
512463,SHRGLTR,X,8.69,9.09,8.4,8.51,962265,83.23,1204
532915,RELIGARE,A,148.5,153.5,145.2,149.3,55658,82.61,1226
532872,SPARC,A,199.1,203.55,192.45,193.6,41434,81.18,1213
532960,DHANI,A,33.5,34.1,33,33.1,243351,81.08,1531
530689,LYKISLTD,X,71.8,75.3,71.8,75.3,108007,80.56,661
538928,KARNAVATI,XT,185.35,190.8,185.35,190.8,42159,80.32,825
532300,WOCKPHARMA,A,190.6,194.35,187.2,188.95,42322,80.27,1072
532479,ISMTLTD,B,69.85,70.6,66.45,69.7,117398,80.24,1224
542066,ATGL,A,925.1,925.1,925.1,925.1,8617,79.72,1430
505714,GABRIEL,B,161.9,164,160.4,163.3,48943,79.68,1229
543670,VINNY,T,280.05,290.95,280,290.95,27390,79.58,247
539660,BESTAGRO,A,1110.8,1120,1082.6,1094.55,7189,79.38,861
532178,ENGINERSIN,A,76.15,76.35,74.55,74.7,105081,78.85,1044
500265,MAHSEAMLES,A,324,324,315,316.6,24899,78.84,1194
543265,RAILTEL,A,115.3,115.75,111.7,112.45,69054,78.66,974
511431,VAKRANGEE,A,23.6,23.7,23.15,23.25,335642,78.24,1310
524444,EVEXIA,X,2.11,2.11,1.83,1.89,3979561,78.23,2609
542602,EMBASSY,IF,307.8,307.8,303.75,304.01,25670,78.22,790
532800,TV18BRDCST,A,33.7,33.75,32.4,32.5,237988,78.14,1187
532509,SUPRAJIT,A,364.05,364.1,352.05,355.5,21866,78.01,1444
539807,INFIBEAM,A,15.6,16,15.6,15.75,492716,77.87,1185
540565,INDIGRID,IF,132.15,136.8,132,134.86,58162,77.8,673
504212,UNIVCABLES,B,343.4,368.9,341.25,364.9,21874,77.69,1265
522113,TIMKEN,A,3150,3196.1,3113.7,3151.85,2444,77.28,940
517569,KEI,A,1714.95,1725.7,1666,1706.1,4499,76.75,819
532210,CUB,A,139,139.65,137.1,137.6,55472,76.72,758
531112,BALUFORGE,X,83.9,88,81.65,86.5,89834,76.09,506
532268,ACCELYA,B,1150.55,1198.3,1117.05,1164.4,6625,75.81,1103
500314,ORIENTHOT,B,78.45,80.75,78.3,79.65,95275,75.71,1533
539957,MGL,A,888,896,884.75,889.25,8430,75.04,935
512179,SUNTECK,A,322,331.3,315.5,317.8,22938,74.79,1238
526947,LAOPALA,A,361,367.7,355.6,364.85,20339,74.26,964
534139,SCHNEIDER,A,169.9,169.9,164.6,167.65,44691,74.19,1475
542857,GREENPANEL,A,283.75,289.7,279.65,285.7,26092,74.16,1250
500003,AEGISLOG,A,348.45,351.15,343.25,346,21411,74.15,1221
542907,PRINCEPIPE,A,576,581.95,570,575.35,12828,73.86,1791
532768,FIEMIND,B,1672.05,1683.7,1640.1,1651.4,4437,73.82,705
530305,PICCADIL,X,44.2,46.5,43.05,45.9,162744,73.58,619
532841,SAHYADRI,X,327.6,351,321.15,345.1,21343,72.88,443
539686,KPEL,B,358.6,358.6,344.15,348.2,20732,72.64,570
541556,RITES,A,342.95,344.1,329.15,330.2,21500,72.59,925
521005,TITANIN,X,72.4,74.1,72.4,74.1,96980,71.58,844
500620,GESHIP,A,593.75,600.55,578.75,599.1,12066,71.09,1168
538565,VISTARAMAR,X,398,398,322,327.45,20758,71.08,577
530961,VIKASECO,B,3.03,3.1,2.9,2.99,2364937,71.04,1527
509486,CAPRIHANS,X,110.1,112.45,106.45,108.3,65666,70.96,96
500674,SANOFI,A,5397.95,5451.95,5311.6,5408.55,1307,70.51,481
500288,MOREPENLAB,A,26.65,26.8,26,26.1,268923,70.51,1908
543711,SULA,B,385,391.95,382.25,383.9,18201,70.45,1004
540544,PSPPROJECT,A,664.1,684.6,664.1,670.9,10412,70.38,1100
540386,ONTIC,XT,1.36,1.36,1.33,1.35,5180857,70.36,1950
539597,JSLHISAR,A,488,494.75,477.3,486.05,14415,70.21,1618
541778,DEEP,B,128.05,131.7,113,122.15,57296,70.14,1524
526415,OKPLA,XT,67.05,67.05,67.05,67.05,104449,70.03,71
516030,YASHPAKKA,X,108.85,109.9,106,106.65,65245,69.96,683
590030,SPIC,B,68.2,70.2,68.05,68.35,101344,69.85,1093
532531,STAR,A,297.4,299.9,293.8,295.45,23334,69.21,1138
532163,SAREGAMA,A,325.1,332.35,325.1,328.3,20965,68.99,1576
532341,IZMO,B,90.4,99.25,89.1,97.6,71648,68.82,1706
506590,PCBL,A,120,122.35,118.25,120.05,57026,68.7,1658
506642,SADHNANIQ,B,120.75,124.95,120,121.55,55921,68.68,444
539837,RPEL,B,949.95,975,910,917.75,7281,68.28,856
512529,SEQUENT,A,68.9,69.95,68.3,68.65,98820,68.21,1587
532929,BRIGADE,A,481.8,498.6,480,481.4,13795,68.1,1085
524208,AARTIIND,A,547.65,547.65,533.1,541.45,12566,68.03,962
533080,MOLDTKPAC,A,959,959,926.5,936.9,7179,67.27,1367
532478,UBL,A,1465.05,1479.55,1448.5,1458.6,4569,66.98,833
532652,KTKBANK,A,143.25,145.5,141.1,141.75,46771,66.76,1020
500171,GHCL,A,522,522,508.6,516.65,12963,66.58,977
531241,LINC,B,544.45,551.7,525,529.3,12380,66.4,623
500444,WSTCSTPAPR,A,505.9,508.15,498.6,500.5,13190,66.3,721
539523,ALKEM,A,3280,3299.7,3230.65,3271.35,2024,66.19,701
503310,SWANENERGY,A,277.05,277.05,268.25,269.9,24357,66.11,1034
531599,FDC,A,263.9,278,262.25,274.85,24321,65.96,1480
506395,COROMANDEL,A,906.15,915,894,911.1,7269,65.81,1171
530477,VIKRAMTH,X,56.55,60.3,56.4,59.35,111756,65.56,390
533047,IMFA,B,325,335.4,322.85,334.75,19686,65.41,964
500260,RAMCOCEM,A,732.3,742.95,716.8,738.1,8944,65.33,1084
524558,NEULANDLAB,B,1630.15,1687.4,1607.3,1648.05,3947,64.94,624
500223,JCTLTD,X,2.56,2.56,2.27,2.36,2761036,64.91,1686
500414,TIMEX,XT,131.05,135.75,128.55,130.5,48953,64.86,281
502420,ORIENTPPR,B,39.1,39.25,38.35,38.55,166331,64.56,1270
532805,REDINGTON,A,179.7,181.05,178,178.85,35865,64.3,1032
535754,ORIENTCEM,A,120.25,120.75,117.75,118.85,53806,64,1185
539337,WAAREE,M,209.9,209.9,192.5,192.65,32200,63.77,44
500380,JKLAKSHMI,A,745.25,760,745.25,750.9,8391,63.34,1012
532683,AIAENG,A,2773.7,2794.45,2702,2712.25,2300,62.91,827
523261,VENKYS,A,1734.15,1746.5,1706.75,1710,3634,62.52,978
533295,PSB,B,27.25,27.5,25.75,26,237750,62.38,1411
533269,WABAG,B,330.05,333,325.05,325.95,18716,61.62,872
534748,STEELXIND,A,14.65,15.05,14.25,14.93,418114,61.61,639
532514,IGL,B,432,438.55,431.1,435,14158,61.5,803
532493,ASTRAMICRO,A,279.9,282,273.7,279.8,22088,61.32,1249
541167,YASHO,A,1345.5,1348.45,1321,1327.65,4612,61.27,1114
539222,GROWINGTON,M,75.3,88.8,75.1,80.25,75000,61.12,26
507205,TI,B,115.05,116.7,112.8,113.75,52898,60.9,2574
524494,IPCALAB,A,825.2,843.9,819.5,830.95,7313,60.84,1261
500830,COLPAL,A,1464.25,1464.25,1448.75,1452.35,4181,60.83,919
532864,NELCAST,B,107.5,107.5,103.45,105.3,57957,60.8,1221
509496,ITDCEM,B,104.4,105,103,103.25,58326,60.72,839
543336,CHEMPLASTS,A,421.9,421.9,405,406.3,14681,60.63,1145
532539,UNOMINDA,A,513.45,513.7,502,510.7,11907,60.55,976
524348,AARTIDRUGS,A,376.05,381.45,370,370.6,16173,60.22,1450
500135,EPL,A,155.05,160.45,154.1,154.7,38200,60.09,680
532814,INDIANB,A,291.45,291.45,285.15,286.6,20765,59.61,670
543463,MANYAVAR,A,1248,1250,1208,1213.6,4831,59.45,1300
511676,GICHSGFIN,B,172.15,177.6,170.55,172,33736,59.15,922
540769,NIACL,A,104.9,104.9,102.25,103.45,56658,58.48,843
517385,SYMPHONY,A,1066,1069.05,1052,1058.8,5504,58.38,1116
513519,PITTIENG,B,308.8,312.7,301.45,306.95,18867,58.29,884
532733,SUNTV,A,452.55,455,448.25,450.3,12840,57.91,974
512573,AVANTI,A,387.35,387.6,378.6,380.25,15145,57.88,1079
532374,STLTECH,A,169.7,172.05,169.35,170.15,33879,57.86,818
509631,HEG,A,1000,1018.3,993.05,996.6,5755,57.79,757
514238,MKVENTURES,XT,1263.85,1343.6,1215.7,1334.25,4600,57.4,223
532513,TVSELECT,B,344.35,348.35,335.3,337.5,16882,57.36,1053
540047,DBL,A,215.2,215.3,206.2,208.45,27213,57.34,813
522251,CENLUB,X,167.7,171.9,160,160.8,34385,57.01,536
500730,NOCIL,A,230,230.3,223.45,228.4,25134,56.86,1433
500067,BLUESTARCO,A,1419,1433.75,1414,1418.1,3987,56.72,715
532795,SITINET,B,1.31,1.39,1.27,1.27,4309369,56.71,401
513353,COCHINM,X,319.8,319.8,302,304.05,18177,56.43,353
524735,HIKAL,A,319.1,320.1,313.25,315.1,17805,56.37,971
530813,KRBL,A,366.15,370.75,360,362.2,15406,56.05,1164
500008,AMARAJABAT,A,605.05,609.95,598.85,601.7,9275,55.9,589
532684,EKC,A,70.65,70.65,66.7,67.55,81671,55.86,1393
538891,MCLOUD,X,461.1,472.5,461.1,464.15,11944,55.71,171
532610,DWARKESH,A,91.15,91.15,89,90.25,61950,55.67,1132
533260,CAREERP,B,156.6,170.9,156.3,169.5,33564,55.58,1393
500490,BAJAJHLDNG,A,6037.75,6065,5971,6039.75,921,55.41,504
542752,AFFLE,A,1025,1035.75,1021.25,1029.95,5370,55.3,781
540902,AMBER,A,1887.8,1895.95,1847.3,1856.85,2955,54.94,863
504000,ELPROINTL,B,68.3,68.85,67.85,68.45,80264,54.64,161
500040,CENTURYTEX,A,641.8,642.25,625,629.85,8526,53.94,1274
538921,RAFL,M,330.95,333,330.95,332.9,16250,53.93,24
500117,DCW,B,50,50.35,49.3,49.7,107805,53.75,1094
542726,INDIAMART,A,4810,4829.2,4740.05,4747.7,1109,53.18,527
532482,GRANULES,A,286.1,289.75,284.25,287.3,18508,53.17,732
500188,HINDZINC,A,325,325.45,320.55,321.3,16420,52.92,713
500086,EXIDEIND,A,180.45,181.35,178.1,178.6,29420,52.87,911
539177,AIIL,B,171.3,173.8,166.3,169.9,31284,52.86,236
515147,HALDYNGL,X,65,65,63.8,64.05,82025,52.63,230
504605,UNIABEXAL,X,847,900,847,878.95,5909,52.41,300
539118,VRLLOG,A,533.15,562.85,532.05,556.5,9481,52.12,972
532944,ONMOBILE,A,73.55,74.35,72,72.35,71180,51.86,988
509488,GRAPHITE,A,318,320,313.3,314.15,16418,51.76,961
532365,DSSL,B,385.7,407.65,375,407.65,12858,51.69,442
543765,EARTH,MT,60,61.25,59.95,61.25,84000,51.14,27
543291,MAFANG,B,45.76,45.91,45.35,45.55,111816,51.03,913
530117,PRIVISCL,A,986.95,994.55,956,976.1,5232,51.02,1059
503100,PHOENIXLTD,A,1310.15,1316.45,1272.75,1297.45,3929,50.79,956
530075,SELAN,B,304.7,307.8,287.05,291.7,16943,50.43,796
532413,CEREBRAINT,B,10.01,10.14,9.69,9.71,519776,50.43,1007
540693,SHISHIND,B,211.9,222,200,212.45,23615,50.37,917
538817,CAPPIPES,M,670.5,670.95,670.5,670.95,7500,50.32,15
531215,RTSPOWR,X,162,163.8,144,147.55,33254,50.3,431
543242,HEMIPROP,A,97.6,98.95,96.9,97.3,51441,50.18,832
532783,DAAWAT,A,106.25,106.25,103.9,104.2,47992,50.16,640
532301,TATACOFFEE,A,209.3,211,208.7,209.05,23838,49.99,1173
532734,GPIL,A,364,367,360.45,361.65,13747,49.96,1027
532435,SANINFRA,X,73.75,75,69.05,69.55,70674,49.93,784
532524,PTC,B,90,90.65,88.95,90.15,55209,49.51,930
532528,DATAMATICS,B,306.5,317.95,306.5,314.65,15628,48.72,719
532794,ZEEMEDIA,B,10.36,10.5,9.95,10.05,476012,48.68,1727
532951,GSS,B,231,233.5,222.65,225,21242,48.41,1598
531529,SOFTRAKV,XT,7.59,7.59,7.57,7.59,636872,48.34,767
530655,GOODLUCK,B,437.6,439.5,425.75,428.2,11189,48.34,1567
532741,KAMDHENU,B,350.5,359.55,338.65,338.65,14137,48.31,447
506074,ARSHIYA,B,5.76,6.05,5.21,5.23,917048,48.21,489
533303,BFINVEST,B,402.5,412.8,381.2,382.45,12364,48.17,841
519156,VADILALIND,B,2554.95,2591.65,2542.5,2549.95,1872,47.97,603
520051,JAMNAAUTO,A,104.35,104.75,101.2,102.15,46626,47.89,1370
526987,URJAGLOBA,B,8.68,8.76,8.57,8.61,555085,47.86,1864
543689,UNIPARTS,B,570.2,581.25,566,567.5,8317,47.81,1200
506879,GUJTHEM,X,607,699,607,656.75,7395,47.64,455
524742,CAPPL,A,689.85,689.85,680,681.6,6952,47.5,678
540204,EIKO,XT,78.7,79.15,75.7,78.9,60312,47.33,316
539546,BNL,X,65.5,67.85,64.65,66.75,71412,47.21,129
542772,360ONE,A,1822.05,1868.65,1822.05,1836.15,2550,47.13,552
500411,THERMAX,A,2038,2045,2005.6,2017.55,2318,46.91,728
538635,SNOWMAN,B,34.6,35.05,34.05,34.4,135322,46.78,1046
532497,RADICO,A,1120.15,1132.2,1104.8,1110.45,4170,46.62,589
542760,SWSOLAR,A,298.45,301,292.55,293.75,15684,46.45,817
512237,JAICORPLTD,A,128.1,130.1,127.1,127.5,36025,46.24,781
540575,STARCEMENT,A,114.4,115,110.1,110.8,40716,46.15,799
543332,MFL,A,1074.1,1078.6,1046,1051.9,4362,46.07,1058
526951,STYLAMIND,B,1111.8,1125.55,1096.75,1119.95,4112,45.87,514
543667,INOXGREEN,B,43.15,43.9,42.8,43.7,105148,45.62,1240
506532,NITTAGELA,X,692.95,693,670,682.75,6712,45.6,224
514360,KRRAIL,XT,189.1,189.1,181.5,189.1,24170,45.57,319
543232,CAMS,A,2285.25,2308.8,2285.25,2299.35,1981,45.56,438
513349,AJMERA,B,269.9,274,265.3,272.2,16928,45.4,1577
526773,PRESSURS,XT,11.67,11.67,10.57,10.73,417605,45.27,651
500125,EIDPARRY,A,520.15,529.7,520.1,525.45,8536,44.91,844
543389,SIGACHI,B,265,267.7,263,264.3,16882,44.91,996
517059,SALZER,B,275,280.15,271,275.55,16191,44.81,771
543433,HPAL,B,346,346,338,341.5,13013,44.41,668
540768,MAHLOG,A,387.85,390,367.75,369.25,11917,44.21,1256
500119,DHAMPURSUG,A,216,217.75,214.05,215,20495,44.12,854
538987,TALBROSENG,X,517,517,481,493.85,8893,44.02,265
538730,PDSL,B,350.55,350.55,335.15,337,12858,43.96,901
500488,ABBOTINDIA,A,20200.1,20212.45,19972.6,20037.45,219,43.94,151
500878,CEATLTD,A,1527.6,1553.9,1509.1,1512.3,2843,43.59,647
532321,ZYDUSLIFE,A,471.25,471.85,461.9,464.75,9308,43.51,770
542678,CHCL,M,18.85,19.15,18.8,18.9,230000,43.51,14
532313,MAHLIFE,A,391.45,391.45,370.8,373.4,11442,43.31,885
513377,MMTC,A,34,34,32.6,32.9,131614,43.3,822
540900,NEWGEN,A,443.8,465.45,443.4,453.4,9459,43.24,921
503804,SHRIDINE,X,575,575,536,539.85,7515,43.21,8
532356,TRIVENI,A,282.55,283.45,277.55,279.3,15398,43.19,888
530759,STERTOOLS,B,344.9,344.9,325.9,326.55,12960,42.75,899
542667,WORL,B,79,85,79,81.95,53018,42.69,565
512379,CRESSAN,T,27.9,27.9,26.15,26.65,157812,42.52,555
539309,RAMASTEEL,B,33.95,34.55,32.7,32.95,127232,42.49,1589
500048,BEML,A,1430.05,1441,1389.9,1404,3021,42.48,777
524470,SYNCOMF,B,7.1,7.16,6.8,6.89,609868,42.27,1525
542141,TECHNOE,A,368.9,368.9,352.7,354.9,11672,42.09,954
500163,GODFRYPHLP,A,1763.05,1766.2,1705,1714.3,2428,41.88,506
520113,VESUVIUS,B,1792,1812.95,1756.8,1788.5,2311,41.38,450
532926,JYOTHYLAB,A,200.1,202.75,195.2,196.6,20779,41.33,1114
500108,MTNL,B,21.85,21.9,21.25,21.35,191346,41.04,890
532742,PAUSHAKLTD,A,7830.1,7992,7732,7794,522,41.03,205
533271,ASHOKA,A,77.65,78.5,76.3,76.85,52878,40.88,684
543325,ROLEXRINGS,A,1964.1,1998,1960.2,1977.95,2061,40.85,689
